time,BatteryUnit.battery1,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery2,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery3,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery4,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery5,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg1a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg2a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3c,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4c,decarbonization-app,profit_cvr-app,resilience-app
60,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.017008703,0.0170087,0.017008706,0.017008706,250000.0,250000.0,250000.0,250000.0,3,3,-4,-2,4,-11,-3,4,5,-12,0,5,10,-5,1,10,2,2,-2,0,-3,-11,7,-5
61,1.4443946e-10,125000.0,1.4443946e-10,125000.0,9.6878785e-12,0.0,3.8751514e-11,0.0,-65602.199,100000.0,-65602.199,100000.0,0.0,0.0,1.9481234e-11,0.0,25986.878500000006,250000.0,-48684.162,250000.0,3,3,-5,-3,3,-11,-2,3,0,-12,-4,0,10,-5,10,10,5,2,-4,5,-1,-11,-7,-1
62,-48471.778,125000.0,-48471.778,125000.0,-1.399909425e-10,0.0,-1.8665459e-10,0.0,3.5271344e-26,100000.0,3.5271344e-26,100000.0,-150000.0,0.0,-150000.0,0.0,125000.0,250000.0,-250000.0,250000.0,3,3,-4,-1,3,-11,0,3,2,-12,2,0,11,-5,12,10,4,2,-8,5,-1,-11,-6,-1
63,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,150000.0,150000.0,150000.0,150000.0,250000.0,250000.0,250000.0,250000.0,3,3,-5,-3,2,-11,1,2,4,-12,-1,4,9,-5,-2,9,7,3,12,3,-2,-12,-6,-2
64,-85039.042,125000.0,-85039.042,125000.0,-3.7131253e-11,0.0,-3.7131253e-11,0.0,7.6247045e-11,100000.0,7.6247045e-11,100000.0,63346.3,63346.3,63346.305,63346.305,250000.0,250000.0,250000.0,250000.0,3,3,-5,0,3,-11,12,1,0,-12,0,-3,7,-6,11,4,5,3,2,2,-2,-11,-5,-2
65,104231.39,125000.0,104231.39,125000.0,3.8751515e-11,0.0,1.5500606e-10,0.0,-4706.026,100000.0,-4706.026,100000.0,0.00478855025,0.00478855,0.0047885509,0.004788551,-186679.74,250000.0,-186679.74,250000.0,2,2,-1,0,5,-10,-4,-3,-2,-11,-6,-3,9,-6,-3,5,5,4,-5,5,0,-10,-10,0
66,0.0,125000.0,-125000.0,125000.0,9.28281325e-12,0.0,3.7131253e-11,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,-1.4808535e-10,0.0,159481.37,250000.0,159481.37,250000.0,2,3,-5,-3,1,-11,1,-1,2,-11,1,2,7,-6,0,7,7,3,-1,9,-1,-10,-1,-2
67,-54289.951,125000.0,-54289.951,125000.0,1.9375757e-11,0.0,7.7503028e-11,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,-4.8999924e-11,0.0,198244.88,250000.0,198244.88,250000.0,3,3,-2,-1,5,-10,-2,5,5,-11,-8,5,8,-8,-1,8,3,3,-2,-2,-3,-10,-7,-4
68,-64771.303,125000.0,-64771.303,125000.0,-3.8751514e-11,0.0,-3.8751514e-11,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,-9.7999848e-11,0.0,-250000.0,250000.0,-250000.0,250000.0,3,3,-4,-1,8,-10,0,8,5,-11,0,5,8,-8,-3,8,4,4,-4,1,-1,-10,-7,-1
69,-121278.85,125000.0,-121278.85,125000.0,0.0,0.0,0.0,0.0,49391.377,100000.0,49391.377,100000.0,0.0,0.0,0.0,0.0,2719.6945,250000.0,2719.6945,250000.0,3,4,-5,-1,2,-11,0,0,2,-12,0,2,8,-9,-1,8,6,3,-3,7,3,-10,-4,3
70,17166.518,125000.0,17166.518,125000.0,9.28281325e-12,0.0,3.7131253e-11,0.0,-34726.2,100000.0,-34726.2,100000.0,0.0,0.0,-4.8999924e-11,0.0,-31314.229999999996,250000.0,-125085.64,250000.0,3,4,-5,-3,8,-11,0,8,8,-11,1,9,9,-9,-2,9,7,4,6,8,-2,-10,-5,-2
71,5.4164796e-11,125000.0,5.4164796e-11,125000.0,3.8751515e-11,0.0,1.5500606e-10,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,168020.3,250000.0,168020.3,250000.0,4,4,-4,3,2,-11,1,-10,2,-11,-4,-6,5,-9,-1,5,4,4,-2,4,-3,-10,-3,-8
72,0.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,-2.1429357e-10,0.0,135385.47,250000.0,135385.47,250000.0,4,4,-4,2,2,-11,-4,2,6,-11,-2,6,6,-9,-1,6,7,5,0,7,1,-10,-3,1
73,1.8054932e-11,125000.0,1.8054932e-11,125000.0,4.84393925e-12,0.0,1.9375757e-11,0.0,5.0831364e-11,100000.0,5.0831364e-11,100000.0,0.0,0.0,5.8443701e-11,0.0,228067.01,250000.0,228067.01,250000.0,4,4,-4,-1,4,-11,0,4,8,-11,3,8,6,-9,-2,6,7,5,0,7,-1,-9,-3,-1
74,31250.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,250000.0,250000.0,250000.0,250000.0,5,5,2,0,0,-11,0,-2,8,-11,-1,8,6,-10,0,6,7,4,1,7,-1,-10,-4,-1
